"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"AYM00089606","VOSTOK, AY","2021-12-02","0.0","99.0","-35.6","-28.4",
"AYM00089606","VOSTOK, AY","2021-12-03","0.0","99.0","-36.8","-31.2","-42.9"
"AYM00089606","VOSTOK, AY","2021-12-05","0.0","99.0","-32.4","-27.2","-40.2"
"AYM00089606","VOSTOK, AY","2021-12-06","0.0","99.0","-31.0",,"-37.3"
"AYM00089606","VOSTOK, AY","2021-12-07","0.0",,"-29.1","-23.6","-34.0"
"AYM00089606","VOSTOK, AY","2021-12-08","0.0","99.0","-28.8","-22.7","-34.4"
"AYM00089606","VOSTOK, AY","2021-12-09","0.0","99.0","-31.7","-25.2",
"AYM00089606","VOSTOK, AY","2021-12-10","0.0","99.0","-31.8","-25.2","-39.0"
"AYM00089606","VOSTOK, AY","2021-12-11","0.0","99.0","-31.4","-26.5","-38.4"
"AYM00089606","VOSTOK, AY","2021-12-12","0.0","99.0","-30.8","-25.9","-36.8"
"AYM00089606","VOSTOK, AY","2021-12-13","0.0","99.0","-30.2","-25.7","-35.6"
"AYM00089606","VOSTOK, AY","2021-12-14","0.0","99.0","-29.9","-25.2","-35.5"
"AYM00089606","VOSTOK, AY","2021-12-15","0.3","99.0","-22.4","-18.7","-33.4"
"AYM00089606","VOSTOK, AY","2021-12-16","0.3","99.0","-21.4","-18.1","-25.2"
"AYM00089606","VOSTOK, AY","2021-12-17","0.0","99.0","-26.2","-23.3",
"AYM00089606","VOSTOK, AY","2021-12-18","0.0","109.0","-27.2","-23.5","-31.0"
"AYM00089606","VOSTOK, AY","2021-12-19","0.5","109.0","-24.1","-20.8","-32.5"
"AYM00089606","VOSTOK, AY","2021-12-20","0.5","109.0","-22.2","-19.7","-27.4"
"AYM00089606","VOSTOK, AY","2021-12-21","0.5","109.0","-24.3","-20.9",
"AYM00089606","VOSTOK, AY","2021-12-22","0.0","109.0","-25.4","-21.0","-30.6"
"AYM00089606","VOSTOK, AY","2021-12-23","0.0","109.0","-27.4","-23.7","-31.9"
"AYM00089606","VOSTOK, AY","2021-12-24","0.0","109.0","-26.2","-21.8","-32.6"
"AYM00089606","VOSTOK, AY","2021-12-25","0.0","109.0","-27.7","-22.8",
"AYM00089606","VOSTOK, AY","2021-12-26",,"109.0","-28.0","-23.6","-34.3"
"AYM00089606","VOSTOK, AY","2021-12-27","0.0","109.0","-28.2","-24.1","-33.0"
"AYM00089606","VOSTOK, AY","2021-12-28","0.0","109.0","-27.4","-23.3","-32.8"
"AYM00089606","VOSTOK, AY","2021-12-29","0.0","109.0","-28.2",,
"AYM00089606","VOSTOK, AY","2021-12-30","0.3","109.0","-32.3","-28.4",
"AYM00089606","VOSTOK, AY","2021-12-31","0.0","109.0","-33.5","-30.1","-38.1"
